Descritpion_ID,Top_20_Image_IDs
1369.txt,936.jpg 336.jpg 1945.jpg 637.jpg 1166.jpg 1028.jpg 375.jpg 434.jpg 1105.jpg 1231.jpg 862.jpg 1462.jpg 939.jpg 1076.jpg 1263.jpg 1243.jpg 808.jpg 25.jpg 995.jpg 1262.jpg
1805.txt,1478.jpg 1873.jpg 1007.jpg 39.jpg 396.jpg 1349.jpg 1294.jpg 1994.jpg 1710.jpg 1805.jpg 1378.jpg 318.jpg 578.jpg 671.jpg 1080.jpg 1912.jpg 1367.jpg 1447.jpg 1983.jpg 1490.jpg
528.txt,876.jpg 462.jpg 1649.jpg 1531.jpg 1055.jpg 178.jpg 1303.jpg 520.jpg 1332.jpg 1293.jpg 1687.jpg 1958.jpg 1419.jpg 855.jpg 125.jpg 27.jpg 230.jpg 564.jpg 293.jpg 596.jpg
112.txt,904.jpg 868.jpg 1501.jpg 1980.jpg 1292.jpg 13.jpg 133.jpg 193.jpg 1996.jpg 1253.jpg 167.jpg 218.jpg 1410.jpg 561.jpg 1053.jpg 523.jpg 600.jpg 825.jpg 1705.jpg 487.jpg
126.txt,897.jpg 1311.jpg 996.jpg 414.jpg 1151.jpg 1289.jpg 217.jpg 262.jpg 1275.jpg 429.jpg 1940.jpg 535.jpg 583.jpg 718.jpg 655.jpg 910.jpg 623.jpg 648.jpg 1096.jpg 1458.jpg
774.txt,322.jpg 998.jpg 1700.jpg 137.jpg 476.jpg 1533.jpg 1144.jpg 105.jpg 846.jpg 333.jpg 82.jpg 1553.jpg 1429.jpg 1980.jpg 1011.jpg 1594.jpg 829.jpg 1218.jpg 1118.jpg 760.jpg
465.txt,864.jpg 848.jpg 1179.jpg 1644.jpg 459.jpg 982.jpg 343.jpg 1635.jpg 891.jpg 1690.jpg 420.jpg 1523.jpg 521.jpg 837.jpg 1706.jpg 1600.jpg 113.jpg 1896.jpg 1787.jpg 1611.jpg
1074.txt,974.jpg 812.jpg 442.jpg 1546.jpg 1751.jpg 1519.jpg 100.jpg 401.jpg 1963.jpg 125.jpg 1592.jpg 123.jpg 858.jpg 610.jpg 461.jpg 1317.jpg 503.jpg 1229.jpg 1985.jpg 1548.jpg
367.txt,476.jpg 1700.jpg 426.jpg 1492.jpg 904.jpg 333.jpg 1553.jpg 393.jpg 561.jpg 1144.jpg 431.jpg 696.jpg 249.jpg 1883.jpg 539.jpg 1594.jpg 496.jpg 1118.jpg 322.jpg 663.jpg
1653.txt,1564.jpg 1958.jpg 104.jpg 1266.jpg 1843.jpg 782.jpg 178.jpg 657.jpg 1163.jpg 1198.jpg 293.jpg 1942.jpg 1561.jpg 1161.jpg 112.jpg 356.jpg 1003.jpg 424.jpg 485.jpg 876.jpg
1731.txt,1151.jpg 897.jpg 414.jpg 217.jpg 1289.jpg 655.jpg 535.jpg 1311.jpg 262.jpg 910.jpg 996.jpg 718.jpg 1275.jpg 429.jpg 1933.jpg 1312.jpg 1444.jpg 1940.jpg 489.jpg 156.jpg
338.txt,1311.jpg 1855.jpg 583.jpg 1289.jpg 1275.jpg 262.jpg 899.jpg 996.jpg 1458.jpg 623.jpg 1312.jpg 535.jpg 1540.jpg 414.jpg 1584.jpg 1655.jpg 429.jpg 217.jpg 1377.jpg 977.jpg
168.txt,97.jpg 254.jpg 990.jpg 1493.jpg 993.jpg 1060.jpg 980.jpg 909.jpg 1906.jpg 1168.jpg 408.jpg 790.jpg 755.jpg 662.jpg 1320.jpg 915.jpg 456.jpg 437.jpg 786.jpg 1998.jpg
44.txt,108.jpg 204.jpg 378.jpg 1375.jpg 411.jpg 809.jpg 154.jpg 1201.jpg 882.jpg 1822.jpg 313.jpg 1803.jpg 1316.jpg 182.jpg 144.jpg 57.jpg 1941.jpg 1003.jpg 1452.jpg 741.jpg
1364.txt,224.jpg 1960.jpg 1547.jpg 633.jpg 1024.jpg 1919.jpg 1330.jpg 110.jpg 371.jpg 568.jpg 192.jpg 843.jpg 739.jpg 1057.jpg 676.jpg 1553.jpg 724.jpg 153.jpg 1443.jpg 950.jpg
1081.txt,884.jpg 1128.jpg 1189.jpg 1552.jpg 824.jpg 207.jpg 72.jpg 750.jpg 933.jpg 1301.jpg 1595.jpg 573.jpg 145.jpg 817.jpg 743.jpg 441.jpg 905.jpg 716.jpg 1358.jpg 1370.jpg
240.txt,1084.jpg 1471.jpg 1023.jpg 768.jpg 904.jpg 1482.jpg 696.jpg 260.jpg 838.jpg 1421.jpg 649.jpg 634.jpg 15.jpg 249.jpg 1927.jpg 821.jpg 1366.jpg 979.jpg 184.jpg 1322.jpg
362.txt,1113.jpg 1314.jpg 232.jpg 102.jpg 1626.jpg 1072.jpg 935.jpg 1684.jpg 524.jpg 1268.jpg 396.jpg 1914.jpg 40.jpg 1780.jpg 1912.jpg 1375.jpg 1016.jpg 1170.jpg 1777.jpg 108.jpg
1607.txt,1564.jpg 1003.jpg 1055.jpg 1266.jpg 1958.jpg 424.jpg 1608.jpg 816.jpg 1163.jpg 293.jpg 1015.jpg 130.jpg 876.jpg 108.jpg 1843.jpg 178.jpg 182.jpg 519.jpg 882.jpg 900.jpg
637.txt,674.jpg 1099.jpg 112.jpg 215.jpg 574.jpg 1007.jpg 1668.jpg 1863.jpg 298.jpg 1161.jpg 1100.jpg 1907.jpg 580.jpg 741.jpg 1983.jpg 635.jpg 1977.jpg 1181.jpg 1409.jpg 1075.jpg
1566.txt,964.jpg 1043.jpg 744.jpg 921.jpg 210.jpg 1307.jpg 69.jpg 1926.jpg 1213.jpg 498.jpg 70.jpg 734.jpg 620.jpg 1715.jpg 1434.jpg 522.jpg 1633.jpg 929.jpg 1746.jpg 1602.jpg
997.txt,1632.jpg 618.jpg 1767.jpg 925.jpg 72.jpg 148.jpg 474.jpg 852.jpg 441.jpg 709.jpg 884.jpg 905.jpg 1930.jpg 573.jpg 218.jpg 817.jpg 190.jpg 1070.jpg 1128.jpg 737.jpg
705.txt,1837.jpg 1913.jpg 845.jpg 1943.jpg 1446.jpg 1145.jpg 1292.jpg 814.jpg 351.jpg 1429.jpg 1700.jpg 1335.jpg 1693.jpg 321.jpg 771.jpg 829.jpg 77.jpg 1818.jpg 1254.jpg 1565.jpg
349.txt,1189.jpg 1301.jpg 933.jpg 275.jpg 145.jpg 824.jpg 884.jpg 1831.jpg 1128.jpg 1552.jpg 750.jpg 716.jpg 1357.jpg 203.jpg 1152.jpg 743.jpg 737.jpg 207.jpg 747.jpg 1595.jpg
1169.txt,144.jpg 238.jpg 179.jpg 682.jpg 1806.jpg 1824.jpg 331.jpg 850.jpg 888.jpg 774.jpg 1809.jpg 571.jpg 1871.jpg 587.jpg 1029.jpg 1006.jpg 820.jpg 572.jpg 428.jpg 1733.jpg
587.txt,1711.jpg 1190.jpg 1290.jpg 932.jpg 1534.jpg 560.jpg 1022.jpg 1302.jpg 1703.jpg 183.jpg 1469.jpg 1875.jpg 1210.jpg 1363.jpg 1078.jpg 1362.jpg 1832.jpg 384.jpg 54.jpg 591.jpg
1432.txt,1161.jpg 112.jpg 1561.jpg 849.jpg 1231.jpg 1446.jpg 597.jpg 742.jpg 808.jpg 132.jpg 942.jpg 292.jpg 1384.jpg 1462.jpg 1451.jpg 1843.jpg 356.jpg 1011.jpg 619.jpg 1958.jpg
1313.txt,1981.jpg 587.jpg 76.jpg 1824.jpg 1029.jpg 296.jpg 1559.jpg 428.jpg 1941.jpg 1871.jpg 1006.jpg 1395.jpg 789.jpg 877.jpg 529.jpg 1806.jpg 1601.jpg 1735.jpg 1172.jpg 144.jpg
1281.txt,1985.jpg 125.jpg 812.jpg 341.jpg 108.jpg 1142.jpg 34.jpg 856.jpg 100.jpg 1912.jpg 1942.jpg 1229.jpg 1751.jpg 791.jpg 119.jpg 1474.jpg 178.jpg 1317.jpg 503.jpg 564.jpg
183.txt,331.jpg 1806.jpg 1733.jpg 1824.jpg 144.jpg 428.jpg 1871.jpg 1742.jpg 850.jpg 238.jpg 355.jpg 1714.jpg 1199.jpg 587.jpg 179.jpg 457.jpg 1559.jpg 200.jpg 1408.jpg 1134.jpg
1547.txt,1710.jpg 1274.jpg 759.jpg 578.jpg 363.jpg 1356.jpg 1019.jpg 1237.jpg 219.jpg 1545.jpg 1994.jpg 454.jpg 1964.jpg 1007.jpg 952.jpg 1554.jpg 924.jpg 707.jpg 39.jpg 385.jpg
1941.txt,1910.jpg 1553.jpg 724.jpg 749.jpg 1057.jpg 231.jpg 1382.jpg 113.jpg 1500.jpg 333.jpg 696.jpg 781.jpg 476.jpg 1927.jpg 431.jpg 717.jpg 1484.jpg 322.jpg 1919.jpg 1197.jpg
805.txt,1375.jpg 645.jpg 112.jpg 1643.jpg 1016.jpg 1316.jpg 1636.jpg 1812.jpg 809.jpg 592.jpg 1452.jpg 1314.jpg 1663.jpg 956.jpg 1025.jpg 1503.jpg 1181.jpg 76.jpg 313.jpg 1087.jpg
497.txt,1597.jpg 150.jpg 112.jpg 687.jpg 1161.jpg 608.jpg 1603.jpg 1462.jpg 1099.jpg 1941.jpg 766.jpg 265.jpg 282.jpg 473.jpg 1316.jpg 1451.jpg 1843.jpg 601.jpg 1201.jpg 1028.jpg
1853.txt,574.jpg 321.jpg 597.jpg 1149.jpg 1240.jpg 604.jpg 1479.jpg 1368.jpg 1181.jpg 1779.jpg 1161.jpg 124.jpg 882.jpg 563.jpg 1505.jpg 1176.jpg 1902.jpg 174.jpg 1617.jpg 1409.jpg
85.txt,959.jpg 112.jpg 1087.jpg 1273.jpg 1113.jpg 922.jpg 1375.jpg 1510.jpg 1466.jpg 86.jpg 1983.jpg 436.jpg 318.jpg 524.jpg 102.jpg 34.jpg 931.jpg 1629.jpg 1452.jpg 1284.jpg
394.txt,1221.jpg 622.jpg 548.jpg 1324.jpg 112.jpg 1459.jpg 1161.jpg 9.jpg 1182.jpg 1863.jpg 810.jpg 206.jpg 1237.jpg 108.jpg 1957.jpg 1986.jpg 95.jpg 380.jpg 713.jpg 1015.jpg
626.txt,1369.jpg 1839.jpg 198.jpg 1184.jpg 1999.jpg 1141.jpg 191.jpg 1959.jpg 738.jpg 1477.jpg 674.jpg 1158.jpg 107.jpg 1615.jpg 1381.jpg 1192.jpg 225.jpg 1147.jpg 482.jpg 1516.jpg
