Descritpion_ID,Top_20_Image_IDs
3443.txt,1563.jpg 3486.jpg 3332.jpg 8340.jpg 5421.jpg 8125.jpg 6510.jpg 9553.jpg 6783.jpg 1062.jpg 1776.jpg 6491.jpg 8698.jpg 3443.jpg 6725.jpg 9702.jpg 5186.jpg 7323.jpg 655.jpg 4289.jpg
2545.txt,712.jpg 3531.jpg 6659.jpg 5677.jpg 9540.jpg 8366.jpg 5286.jpg 2978.jpg 6532.jpg 7641.jpg 2550.jpg 4284.jpg 3464.jpg 4126.jpg 4056.jpg 6826.jpg 8416.jpg 9734.jpg 4552.jpg 7336.jpg
494.txt,2294.jpg 5519.jpg 4576.jpg 2659.jpg 480.jpg 9784.jpg 2118.jpg 9316.jpg 7041.jpg 8325.jpg 7945.jpg 2668.jpg 5894.jpg 494.jpg 9173.jpg 5373.jpg 9382.jpg 266.jpg 8778.jpg 8298.jpg
3430.txt,5266.jpg 3430.jpg 6261.jpg 1004.jpg 3713.jpg 9660.jpg 4582.jpg 6664.jpg 5571.jpg 9136.jpg 7185.jpg 2268.jpg 5300.jpg 1962.jpg 1426.jpg 2437.jpg 508.jpg 4250.jpg 3318.jpg 5629.jpg
3279.txt,2568.jpg 7311.jpg 3047.jpg 4762.jpg 3042.jpg 8870.jpg 1078.jpg 9228.jpg 1169.jpg 6165.jpg 2638.jpg 592.jpg 6875.jpg 7208.jpg 9600.jpg 5650.jpg 8192.jpg 6771.jpg 7062.jpg 3816.jpg
7885.txt,8587.jpg 4407.jpg 5251.jpg 7715.jpg 4149.jpg 1773.jpg 8178.jpg 6893.jpg 1302.jpg 7548.jpg 4385.jpg 672.jpg 3918.jpg 7152.jpg 9958.jpg 8473.jpg 3127.jpg 1488.jpg 9262.jpg 9794.jpg
5774.txt,2240.jpg 2873.jpg 5774.jpg 1355.jpg 8181.jpg 2525.jpg 3214.jpg 1213.jpg 7685.jpg 7123.jpg 1692.jpg 7711.jpg 9224.jpg 3733.jpg 3562.jpg 2719.jpg 2979.jpg 5118.jpg 4253.jpg 6004.jpg
7128.txt,3471.jpg 6288.jpg 2221.jpg 965.jpg 7481.jpg 4753.jpg 3803.jpg 5785.jpg 1570.jpg 5005.jpg 7128.jpg 3103.jpg 2338.jpg 650.jpg 7391.jpg 8807.jpg 2208.jpg 8784.jpg 1207.jpg 6845.jpg
5602.txt,6088.jpg 950.jpg 3082.jpg 5704.jpg 6722.jpg 442.jpg 4084.jpg 8690.jpg 8903.jpg 4116.jpg 4162.jpg 3612.jpg 9764.jpg 5553.jpg 5174.jpg 5602.jpg 46.jpg 7673.jpg 1956.jpg 7825.jpg
9242.txt,5109.jpg 2553.jpg 7113.jpg 6904.jpg 1510.jpg 5366.jpg 7188.jpg 4693.jpg 2111.jpg 7179.jpg 8475.jpg 8698.jpg 1776.jpg 6271.jpg 3486.jpg 9242.jpg 2358.jpg 655.jpg 9210.jpg 6510.jpg
2261.txt,6893.jpg 1773.jpg 9958.jpg 9794.jpg 4385.jpg 3266.jpg 8262.jpg 7715.jpg 8587.jpg 2261.jpg 6453.jpg 9262.jpg 672.jpg 5251.jpg 6863.jpg 5724.jpg 2585.jpg 1392.jpg 3604.jpg 8473.jpg
2998.txt,9598.jpg 4757.jpg 6120.jpg 6462.jpg 708.jpg 4253.jpg 2179.jpg 8488.jpg 9760.jpg 3448.jpg 1974.jpg 5498.jpg 8049.jpg 408.jpg 3474.jpg 6324.jpg 9826.jpg 569.jpg 3036.jpg 2719.jpg
1541.txt,5471.jpg 4573.jpg 1538.jpg 5825.jpg 7736.jpg 4355.jpg 7060.jpg 602.jpg 4243.jpg 3957.jpg 2441.jpg 4646.jpg 3900.jpg 2339.jpg 6779.jpg 6939.jpg 540.jpg 9529.jpg 368.jpg 6216.jpg
7525.txt,1339.jpg 1271.jpg 4204.jpg 9396.jpg 7834.jpg 3535.jpg 6529.jpg 8677.jpg 7485.jpg 2612.jpg 2714.jpg 9550.jpg 5166.jpg 1461.jpg 9207.jpg 1214.jpg 3903.jpg 1370.jpg 147.jpg 5775.jpg
4257.txt,3185.jpg 6275.jpg 470.jpg 6537.jpg 6996.jpg 8075.jpg 6517.jpg 3070.jpg 4842.jpg 7930.jpg 6388.jpg 4205.jpg 2800.jpg 1554.jpg 9591.jpg 8906.jpg 2252.jpg 8793.jpg 4257.jpg 2156.jpg
432.txt,7579.jpg 4320.jpg 572.jpg 1950.jpg 6671.jpg 9195.jpg 9880.jpg 7335.jpg 432.jpg 526.jpg 3795.jpg 8885.jpg 5379.jpg 4902.jpg 6903.jpg 6780.jpg 433.jpg 7953.jpg 633.jpg 4068.jpg
1255.txt,5081.jpg 9702.jpg 6725.jpg 4143.jpg 8125.jpg 3332.jpg 1062.jpg 5186.jpg 5421.jpg 6491.jpg 9001.jpg 6929.jpg 3209.jpg 3643.jpg 1255.jpg 1129.jpg 5148.jpg 2146.jpg 6365.jpg 7718.jpg
4173.txt,995.jpg 4096.jpg 6986.jpg 2517.jpg 2251.jpg 9321.jpg 5907.jpg 3046.jpg 7008.jpg 47.jpg 25.jpg 2694.jpg 1346.jpg 4173.jpg 7411.jpg 3158.jpg 5167.jpg 6556.jpg 6983.jpg 1973.jpg
439.txt,1331.jpg 439.jpg 5983.jpg 46.jpg 2998.jpg 8207.jpg 8049.jpg 5361.jpg 3448.jpg 2179.jpg 5553.jpg 9263.jpg 6324.jpg 3952.jpg 2521.jpg 9636.jpg 4084.jpg 9422.jpg 3474.jpg 3329.jpg
1101.txt,5601.jpg 8353.jpg 586.jpg 6731.jpg 4187.jpg 7838.jpg 9401.jpg 5732.jpg 110.jpg 8394.jpg 7443.jpg 3201.jpg 6871.jpg 5852.jpg 6309.jpg 4567.jpg 5152.jpg 5050.jpg 1101.jpg 2635.jpg
2873.txt,2240.jpg 2873.jpg 5774.jpg 1355.jpg 8181.jpg 2525.jpg 3214.jpg 1213.jpg 7685.jpg 7123.jpg 1692.jpg 7711.jpg 9224.jpg 3733.jpg 3562.jpg 2719.jpg 2979.jpg 5118.jpg 4253.jpg 6004.jpg
4067.txt,7965.jpg 1493.jpg 312.jpg 4518.jpg 8896.jpg 4218.jpg 7390.jpg 8424.jpg 5250.jpg 7527.jpg 537.jpg 9551.jpg 4067.jpg 6489.jpg 8926.jpg 7136.jpg 3426.jpg 7921.jpg 5675.jpg 1545.jpg
3209.txt,9634.jpg 9035.jpg 5222.jpg 3848.jpg 3115.jpg 6507.jpg 1784.jpg 87.jpg 2713.jpg 9599.jpg 5613.jpg 1609.jpg 5610.jpg 5788.jpg 8454.jpg 4760.jpg 6610.jpg 8244.jpg 6312.jpg 3973.jpg
442.txt,442.jpg 4116.jpg 8903.jpg 2495.jpg 9673.jpg 5704.jpg 6722.jpg 950.jpg 6088.jpg 5919.jpg 5553.jpg 9764.jpg 4162.jpg 9263.jpg 7673.jpg 3510.jpg 7825.jpg 9636.jpg 4460.jpg 2882.jpg
3650.txt,310.jpg 4503.jpg 6152.jpg 2403.jpg 8112.jpg 6726.jpg 23.jpg 3650.jpg 8241.jpg 6693.jpg 7490.jpg 6897.jpg 5441.jpg 8660.jpg 9922.jpg 304.jpg 1928.jpg 5857.jpg 1274.jpg 7639.jpg
6216.txt,5966.jpg 5955.jpg 4243.jpg 6023.jpg 4573.jpg 6939.jpg 8450.jpg 7619.jpg 552.jpg 9545.jpg 2.jpg 3233.jpg 3156.jpg 6216.jpg 7184.jpg 1639.jpg 2935.jpg 2588.jpg 7363.jpg 9.jpg
9801.txt,249.jpg 3524.jpg 4825.jpg 2882.jpg 4460.jpg 9263.jpg 5919.jpg 9673.jpg 3510.jpg 5553.jpg 7825.jpg 4084.jpg 1574.jpg 7673.jpg 4116.jpg 544.jpg 5174.jpg 3534.jpg 7850.jpg 5602.jpg
2471.txt,9278.jpg 4540.jpg 818.jpg 4779.jpg 4470.jpg 8693.jpg 1852.jpg 8662.jpg 8036.jpg 9153.jpg 3847.jpg 6703.jpg 642.jpg 5274.jpg 4331.jpg 9932.jpg 5173.jpg 112.jpg 9747.jpg 9369.jpg
5972.txt,5972.jpg 5040.jpg 3238.jpg 6571.jpg 8286.jpg 6800.jpg 7506.jpg 2671.jpg 548.jpg 5742.jpg 2096.jpg 1353.jpg 9879.jpg 1337.jpg 9682.jpg 2358.jpg 8128.jpg 4260.jpg 7753.jpg 5366.jpg
1309.txt,1309.jpg 6133.jpg 1091.jpg 5331.jpg 1280.jpg 4553.jpg 679.jpg 366.jpg 478.jpg 727.jpg 8006.jpg 4563.jpg 541.jpg 368.jpg 2514.jpg 3968.jpg 9211.jpg 6860.jpg 6270.jpg 7216.jpg
4929.txt,4324.jpg 8119.jpg 9593.jpg 3968.jpg 7216.jpg 4706.jpg 1591.jpg 8392.jpg 2712.jpg 541.jpg 679.jpg 5236.jpg 2837.jpg 9211.jpg 5060.jpg 4793.jpg 6860.jpg 366.jpg 478.jpg 2606.jpg
2806.txt,2817.jpg 2806.jpg 8984.jpg 547.jpg 812.jpg 6193.jpg 7717.jpg 1445.jpg 5708.jpg 8954.jpg 9629.jpg 471.jpg 4849.jpg 72.jpg 1588.jpg 9441.jpg 9563.jpg 5211.jpg 2754.jpg 6826.jpg
2220.txt,2842.jpg 7798.jpg 8183.jpg 947.jpg 2854.jpg 2315.jpg 9758.jpg 5025.jpg 8763.jpg 5500.jpg 6282.jpg 2085.jpg 9694.jpg 2220.jpg 660.jpg 9248.jpg 3092.jpg 27.jpg 9089.jpg 2208.jpg
1950.txt,9427.jpg 4076.jpg 1035.jpg 4320.jpg 9880.jpg 3728.jpg 9645.jpg 6903.jpg 9195.jpg 7335.jpg 4902.jpg 6949.jpg 7011.jpg 6671.jpg 4.jpg 432.jpg 5379.jpg 7639.jpg 1077.jpg 4544.jpg
5970.txt,4187.jpg 6731.jpg 6556.jpg 5907.jpg 25.jpg 5167.jpg 2517.jpg 47.jpg 2251.jpg 9321.jpg 4096.jpg 6986.jpg 995.jpg 3046.jpg 5601.jpg 7008.jpg 2694.jpg 7411.jpg 1346.jpg 4173.jpg
9545.txt,652.jpg 1088.jpg 2935.jpg 9948.jpg 8379.jpg 9479.jpg 7363.jpg 7920.jpg 9016.jpg 3152.jpg 2848.jpg 3027.jpg 7280.jpg 1667.jpg 6564.jpg 3233.jpg 6023.jpg 2588.jpg 9545.jpg 7108.jpg
8971.txt,3612.jpg 8903.jpg 2495.jpg 9343.jpg 5919.jpg 7673.jpg 3238.jpg 6628.jpg 3082.jpg 5704.jpg 4919.jpg 4116.jpg 7825.jpg 5174.jpg 9673.jpg 4825.jpg 7850.jpg 4084.jpg 4162.jpg 2096.jpg
2325.txt,9578.jpg 3692.jpg 5398.jpg 2218.jpg 306.jpg 5034.jpg 5276.jpg 9108.jpg 7479.jpg 6981.jpg 5578.jpg 9100.jpg 5907.jpg 5679.jpg 1653.jpg 2325.jpg 8287.jpg 5847.jpg 5240.jpg 1511.jpg
4082.txt,466.jpg 7900.jpg 7122.jpg 111.jpg 2414.jpg 3149.jpg 5743.jpg 6523.jpg 4337.jpg 7135.jpg 2780.jpg 9017.jpg 713.jpg 7185.jpg 2640.jpg 4591.jpg 8767.jpg 3773.jpg 4042.jpg 472.jpg
6913.txt,279.jpg 3734.jpg 1653.jpg 5578.jpg 2636.jpg 5847.jpg 1511.jpg 6981.jpg 6913.jpg 8287.jpg 9108.jpg 5679.jpg 3856.jpg 8577.jpg 1763.jpg 6829.jpg 306.jpg 9100.jpg 3271.jpg 3692.jpg
5909.txt,2842.jpg 7798.jpg 8183.jpg 947.jpg 2854.jpg 2315.jpg 9758.jpg 5025.jpg 8763.jpg 5500.jpg 6282.jpg 2085.jpg 9694.jpg 2220.jpg 660.jpg 9248.jpg 3092.jpg 27.jpg 9089.jpg 2208.jpg
2828.txt,2096.jpg 8286.jpg 2936.jpg 7506.jpg 548.jpg 9879.jpg 5040.jpg 6571.jpg 2671.jpg 3238.jpg 4260.jpg 1353.jpg 6800.jpg 7658.jpg 2983.jpg 7753.jpg 6547.jpg 7018.jpg 5980.jpg 938.jpg
5968.txt,9188.jpg 2640.jpg 9181.jpg 4397.jpg 7185.jpg 8416.jpg 6659.jpg 111.jpg 512.jpg 6178.jpg 466.jpg 3143.jpg 508.jpg 9701.jpg 4126.jpg 2437.jpg 9540.jpg 5968.jpg 1004.jpg 5286.jpg
4149.txt,6863.jpg 1392.jpg 5557.jpg 2585.jpg 9226.jpg 3604.jpg 8262.jpg 59.jpg 7715.jpg 5375.jpg 5724.jpg 9958.jpg 2261.jpg 9262.jpg 9562.jpg 3212.jpg 5989.jpg 6453.jpg 3266.jpg 6893.jpg
2666.txt,1994.jpg 2255.jpg 249.jpg 5732.jpg 5852.jpg 3301.jpg 7721.jpg 5845.jpg 5050.jpg 110.jpg 4689.jpg 9159.jpg 2817.jpg 6309.jpg 2518.jpg 8279.jpg 3719.jpg 4183.jpg 4187.jpg 547.jpg
2604.txt,8698.jpg 5131.jpg 3486.jpg 6271.jpg 1609.jpg 1563.jpg 1260.jpg 5472.jpg 1049.jpg 3797.jpg 2481.jpg 1776.jpg 955.jpg 8475.jpg 4693.jpg 1199.jpg 6610.jpg 2111.jpg 3973.jpg 7058.jpg
5529.txt,7579.jpg 4320.jpg 572.jpg 1950.jpg 6671.jpg 9195.jpg 9880.jpg 7335.jpg 432.jpg 526.jpg 3795.jpg 8885.jpg 5379.jpg 4902.jpg 6903.jpg 6780.jpg 433.jpg 7953.jpg 633.jpg 4068.jpg
8309.txt,3775.jpg 8500.jpg 2302.jpg 3425.jpg 2103.jpg 2572.jpg 9223.jpg 8309.jpg 132.jpg 7482.jpg 5548.jpg 5400.jpg 3118.jpg 5829.jpg 3157.jpg 1192.jpg 5444.jpg 6106.jpg 276.jpg 4448.jpg
6845.txt,5229.jpg 3813.jpg 7211.jpg 6845.jpg 7802.jpg 9248.jpg 3092.jpg 761.jpg 5500.jpg 2315.jpg 8763.jpg 2085.jpg 5025.jpg 660.jpg 7391.jpg 8183.jpg 947.jpg 2220.jpg 9758.jpg 2854.jpg
3574.txt,4324.jpg 8119.jpg 9593.jpg 3968.jpg 7216.jpg 4706.jpg 1591.jpg 8392.jpg 2712.jpg 541.jpg 679.jpg 5236.jpg 2837.jpg 9211.jpg 5060.jpg 4793.jpg 6860.jpg 366.jpg 478.jpg 2606.jpg
4706.txt,4324.jpg 8119.jpg 9593.jpg 3968.jpg 7216.jpg 4706.jpg 1591.jpg 8392.jpg 2712.jpg 541.jpg 679.jpg 5236.jpg 2837.jpg 9211.jpg 5060.jpg 4793.jpg 6860.jpg 366.jpg 478.jpg 2606.jpg
1511.txt,279.jpg 3734.jpg 1653.jpg 5578.jpg 2636.jpg 5847.jpg 1511.jpg 6981.jpg 6913.jpg 8287.jpg 9108.jpg 5679.jpg 3856.jpg 8577.jpg 1763.jpg 6829.jpg 306.jpg 9100.jpg 3271.jpg 3692.jpg
8821.txt,6208.jpg 7902.jpg 5125.jpg 7328.jpg 4781.jpg 7068.jpg 7387.jpg 5525.jpg 6627.jpg 1864.jpg 9473.jpg 7399.jpg 6000.jpg 3044.jpg 2815.jpg 7871.jpg 5433.jpg 9823.jpg 1168.jpg 5666.jpg
5655.txt,1879.jpg 8561.jpg 1210.jpg 9386.jpg 4816.jpg 3231.jpg 1470.jpg 2052.jpg 7227.jpg 3187.jpg 9501.jpg 9898.jpg 1082.jpg 2115.jpg 6278.jpg 5655.jpg 7942.jpg 8908.jpg 2942.jpg 6585.jpg
9005.txt,2683.jpg 230.jpg 9005.jpg 9673.jpg 6628.jpg 3524.jpg 2882.jpg 7850.jpg 9343.jpg 2217.jpg 4631.jpg 4346.jpg 3534.jpg 5919.jpg 2604.jpg 9256.jpg 2495.jpg 3874.jpg 4825.jpg 6024.jpg
6033.txt,652.jpg 1088.jpg 2935.jpg 9948.jpg 8379.jpg 9479.jpg 7363.jpg 7920.jpg 9016.jpg 3152.jpg 2848.jpg 3027.jpg 7280.jpg 1667.jpg 6564.jpg 3233.jpg 6023.jpg 2588.jpg 9545.jpg 7108.jpg
5633.txt,373.jpg 8825.jpg 3810.jpg 3153.jpg 5633.jpg 9823.jpg 6597.jpg 5666.jpg 3602.jpg 5439.jpg 7382.jpg 60.jpg 3044.jpg 5525.jpg 2650.jpg 7871.jpg 9473.jpg 7328.jpg 7512.jpg 5125.jpg
5532.txt,9278.jpg 4540.jpg 818.jpg 4779.jpg 4470.jpg 8693.jpg 1852.jpg 8662.jpg 8036.jpg 9153.jpg 3847.jpg 6703.jpg 642.jpg 5274.jpg 4331.jpg 9932.jpg 5173.jpg 112.jpg 9747.jpg 9369.jpg
9569.txt,454.jpg 1609.jpg 6610.jpg 5081.jpg 9774.jpg 7058.jpg 1998.jpg 6589.jpg 3797.jpg 9570.jpg 9929.jpg 9569.jpg 1049.jpg 1502.jpg 18.jpg 6977.jpg 882.jpg 3115.jpg 2476.jpg 1260.jpg
6282.txt,2842.jpg 7798.jpg 8183.jpg 947.jpg 2854.jpg 2315.jpg 9758.jpg 5025.jpg 8763.jpg 5500.jpg 6282.jpg 2085.jpg 9694.jpg 2220.jpg 660.jpg 9248.jpg 3092.jpg 27.jpg 9089.jpg 2208.jpg
2572.txt,3775.jpg 8500.jpg 2302.jpg 3425.jpg 2103.jpg 2572.jpg 9223.jpg 8309.jpg 132.jpg 7482.jpg 5548.jpg 5400.jpg 3118.jpg 5829.jpg 3157.jpg 1192.jpg 5444.jpg 6106.jpg 276.jpg 4448.jpg
9970.txt,8508.jpg 9051.jpg 1840.jpg 7942.jpg 6810.jpg 2942.jpg 1473.jpg 2574.jpg 2656.jpg 8974.jpg 341.jpg 9898.jpg 2115.jpg 9970.jpg 9501.jpg 3187.jpg 4980.jpg 2052.jpg 3231.jpg 1210.jpg
8579.txt,4829.jpg 9762.jpg 3181.jpg 9527.jpg 2239.jpg 3761.jpg 5410.jpg 9821.jpg 9293.jpg 217.jpg 6124.jpg 6466.jpg 4571.jpg 498.jpg 9782.jpg 2127.jpg 7213.jpg 7653.jpg 2892.jpg 6570.jpg
5375.txt,6863.jpg 1392.jpg 5557.jpg 2585.jpg 9226.jpg 3604.jpg 8262.jpg 59.jpg 7715.jpg 5375.jpg 5724.jpg 9958.jpg 2261.jpg 9262.jpg 9562.jpg 3212.jpg 5989.jpg 6453.jpg 3266.jpg 6893.jpg
2436.txt,1548.jpg 4921.jpg 2129.jpg 3431.jpg 2444.jpg 2068.jpg 9210.jpg 8396.jpg 2358.jpg 4346.jpg 6667.jpg 1606.jpg 9996.jpg 4972.jpg 8608.jpg 338.jpg 8918.jpg 8288.jpg 65.jpg 6306.jpg
8379.txt,652.jpg 1088.jpg 2935.jpg 9948.jpg 8379.jpg 9479.jpg 7363.jpg 7920.jpg 9016.jpg 3152.jpg 2848.jpg 3027.jpg 7280.jpg 1667.jpg 6564.jpg 3233.jpg 6023.jpg 2588.jpg 9545.jpg 7108.jpg
6206.txt,5670.jpg 31.jpg 4363.jpg 4799.jpg 2237.jpg 295.jpg 1519.jpg 3341.jpg 4287.jpg 3818.jpg 231.jpg 4767.jpg 6206.jpg 7799.jpg 3590.jpg 329.jpg 6349.jpg 854.jpg 3714.jpg 2607.jpg
4868.txt,2240.jpg 2873.jpg 5774.jpg 1355.jpg 8181.jpg 2525.jpg 3214.jpg 1213.jpg 7685.jpg 7123.jpg 1692.jpg 7711.jpg 9224.jpg 3733.jpg 3562.jpg 2719.jpg 2979.jpg 5118.jpg 4253.jpg 6004.jpg
4694.txt,9427.jpg 1636.jpg 5555.jpg 1488.jpg 8178.jpg 672.jpg 1050.jpg 7084.jpg 8473.jpg 2433.jpg 7011.jpg 7548.jpg 5550.jpg 2568.jpg 7039.jpg 4.jpg 9794.jpg 4770.jpg 6949.jpg 6799.jpg
9551.txt,7965.jpg 312.jpg 4518.jpg 1493.jpg 8424.jpg 8896.jpg 4218.jpg 7390.jpg 5250.jpg 7527.jpg 537.jpg 9551.jpg 4067.jpg 9308.jpg 6489.jpg 8926.jpg 3426.jpg 5675.jpg 7136.jpg 249.jpg
